Node UUID,Node Serial Number,Node Model,Node License Mode,Install Location,Cluster Name,Contract Status,Account Name,Account Executive,Account Executive Email,Incumbent Reseller,Incumbent Distributor,Cluster UUID,Block Serial Number,Node Vendor,Model Family,Model Group,BIOS Vendor,BIOS Version,BIOS Revision,BIOS ROM Size (in MiB),BMC Manufacturer,BMC Version,Storage Controller Manufacturer,Storage Controller Part Number,Storage Controller Version,Satadom Device Model,Satadom Version,NIC Manufacturer,NIC Version,NIC Firmware Version,NIC Location,Drive Configuration,SSD Part No,SSD Version,HDD Part No,HDD Version,NVME Part No,NVME Version,M.2 SSD Part No,M.2 SSD Version,M.2 HDD Part No,M.2 HDD Version,CPU Cores,Enabled Core Count,CPU Sockets,CPU Core Count Per Socket,CPU Version,Processor Family,CPU Max Speed,CPU Speed,GPU Vendor,GPU Sub-Vendor,GPU Device,GPU Sub Device,GPU Class,GPU Revision,GPU Slot,No. of GPUs,Total Memory Capacity,Quantity Of Memory Sticks Per Node,Memory Capacity Per Node (in GiB),Used Memory Capacity (in GiB),Available Memory Capacity,Total Storage Capacity,Used Storage Capacity,Available Storage Capacity,Total SSD Capacity,Used SSD Capacity,Available SSD Capacity,Total HDD Capacity,Used HDD Capacity,Available HDD Capacity,No. of SSDs,No. of HDDs,No. of NVMes,No. of M.2 SSDs,No. of M.2 HDDs,VM Count,Hypervisor Type,Hypervisor Version,LCM Version,Install Country,Install Zip,Last Pulse Date,Contract Coverage,Contract Start Date,Prior Contract End Date,Contract End Date,Primary Contact,CVM vCPU,CVM Memory,CVM Uptime,Customer Experience Manager (CXM),Theater,Region,Sub Region
52b0a603-5ba5-4255-8c94-a5451743195a,"HM22CS010094",NX-3155G-G8,NX-SWO,"Calgary","CG1NTX04",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",0005fc76-8db4-3aae-23df-7cc255357f98,"23SH5J170566","Nutanix","NX G8",NX-3155GN-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation, Broadcom / LSI",", SAS3816(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 2.24.6","231.0.153.0/pkg 231.1.162.1, 9.40 0x8000ee2c 1.3534.0","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7L33T8HBLT-00A07","JXTC604Q","-","-","-","-","-","-","-","-","48","48","2","24","Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz","Ice Lake",4500,"2100","ASPEED Technology, Inc.
NVIDIA Corporation","NVIDIA Corporation
Super Micro Computer Inc","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 1b4b","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:04:00.0
0000:ce:00.0
0000:ce:00.4
0000:ce:00.5
0000:ce:00.6
0000:ce:00.7
0000:ce:01.0
0000:ce:01.1
0000:ce:01.2
0000:ce:01.3
0000:ce:01.4
0000:ce:01.5
0000:ce:01.6
0000:ce:01.7
0000:ce:02.0
0000:ce:02.1
0000:ce:02.2
0000:ce:02.3
0000:cf:00.0
0000:cf:00.4
0000:cf:00.5
0000:cf:00.6
0000:cf:00.7
0000:cf:01.0
0000:cf:01.1
0000:cf:01.2
0000:cf:01.3
0000:cf:01.4
0000:cf:01.5
0000:cf:01.6
0000:cf:01.7
0000:cf:02.0
0000:cf:02.1
0000:cf:02.2
0000:cf:02.3
0000:d0:00.0
0000:d0:00.4
0000:d0:00.5
0000:d0:00.6
0000:d0:00.7
0000:d0:01.0
0000:d0:01.1
0000:d0:01.2
0000:d0:01.3
0000:d0:01.4
0000:d0:01.5
0000:d0:01.6
0000:d0:01.7
0000:d0:02.0
0000:d0:02.1
0000:d0:02.2
0000:d0:02.3
0000:d1:00.0
0000:d1:00.4
0000:d1:00.5
0000:d1:00.6
0000:d1:00.7
0000:d1:01.0
0000:d1:01.1
0000:d1:01.2
0000:d1:01.3
0000:d1:01.4
0000:d1:01.5
0000:d1:01.6
0000:d1:01.7
0000:d1:02.0
0000:d1:02.1
0000:d1:02.2
0000:d1:02.3","69",1007.00,"16","62.94",582.74,424.26,20.82,7.12,13.69,20.95,4.60,17.90,-,0,-,6,-,"0",-,-,39,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-05-09,"-",2028-05-08,"infrastructure@petronascanada.com",12,32.00 GiB,252 days and 03:49:00,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306",NX-8170-G8,NX-SWO,"Calgary","CG1NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c0d-e562-6375-7211-ac1f6b356611,"23SG5K360033","Nutanix","NX G8",NX-8170-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","2.24.6, 2.24.6","9.40 0x8000ed12 1.3429.0, 9.40 0x8000f21e 1.3534.0","eth0
eth1
eth2
eth3
eth4
eth5","All NVMe","-","-","-","-","SAMSUNG MZQL215THBLA-00A07","GDD5302Q","-","-","-","-","32","32","2","16","Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz","Ice Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b4b","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",754.76,"24","31.45",287.65,467.11,87.28,49.40,37.88,No data received in last 24 hours,44.31,-,-,0,-,-,-,"6",-,-,16,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-11-02,"-",2028-11-01,"infrastructure@petronascanada.com",14,48.00 GiB,189 days and 03:24:40,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
5ea64cab-52b8-4e30-b3b8-4c035215282f,"OM208S001770",NX-1175S-G7,NX-SWO,"Calgary","CG1NTX03",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",0005b867-d944-5ddb-2015-3cecef19ba0d,"20SM5E440206","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW91.101",5.14,31.25,"SuperMicro","7.15.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 6.20 0x800041f9 1.3534.0","eth0
eth1
eth2
eth3","HDD + SSD","INTEL SSDSC2KB019T8","XCV10165","ST12000NM001G-2MV103","SN04","-","-","INTEL SSDSCKKB240G8","XC311135","-","-","20","20","1","20","Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz","Cascade Lake",4500,"2500","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",375.88,"6","62.65",277.92,97.96,25.07,9.38,15.69,3.49,1.89,1.86,21.83,6.45,16.99,2,2,"0",1,-,12,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2020-12-07,"-",2025-12-06,"infrastructure@petronascanada.com",12,32.00 GiB,175 days and 03:50:38,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372",NX-8170-G8,NX-SWO,"Calgary","CG1NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c0d-e562-6375-7211-ac1f6b356611,"23SH5K440170","Nutanix","NX G8",NX-8170-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086)","2.24.6","9.40 0x8000f21e 1.3534.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL215THBLA-00A07","GDD5302Q","-","-","-","-","40","40","2","20","Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz","Ice Lake",4500,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b4b","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",1007.01,"32","31.47",431.02,575.99,87.27,49.95,37.32,No data received in last 24 hours,45.28,-,-,0,-,-,-,"6",-,-,25,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-11-29,"-",2028-11-28,"infrastructure@petronascanada.com",14,48.00 GiB,189 days and 03:24:50,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
6a7d2842-69af-465d-99ee-fe9f24eb9dea,"HM214S004733",NX-8035-G7,NX-SWO,"Calgary","CG2NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c1d-becb-2afa-265f-ac1f6b3586c9,"21FM3F310058","Nutanix","NX G7",NX-8035-G7,"American Megatrends Inc.","PB91.101",5.14,31.25,"SuperMicro","7.15.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 5.19.9","0x800006d1, 255.65535.255, 0x80001743, 1.3082.0","eth0
eth1
eth2
eth3","HDD + SSD","SAMSUNG MZ7LH3T8HMLT-00005","HXT7B04Q","HGST HUH721212ALE600","LEGNTB01","-","-","-","-","-","-","36","36","2","18","Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz","Cascade Lake",4500,"2200","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0962","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",754.06,"12","62.84",66.72,687.34,50.55,31.00,19.55,6.98,4.24,3.26,43.66,23.93,22.94,2,4,"0",-,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","T3C 3P9",2025-10-22,"Production: 24x7 service; NBD parts",2021-08-05,"-",2026-08-04,"infrastructure@petronascanada.com",14,40.00 GiB,182 days and 03:32:32,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
7591d7e8-8c09-4f39-aad9-9e8da29d7368,"HM229S022378",NX-8035-G8,NX-SWO,"Calgary","CG2NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c1d-becb-2afa-265f-ac1f6b3586c9,"22SG3G490023","Nutanix","NX G8",NX-8035N-G8,"American Megatrends International, LLC.","WB61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation, Broadcom / LSI",", SAS3808(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 2.24.6","231.0.153.0/pkg 231.1.162.1, 9.40 0x8000ed12 1.3429.0","eth0
eth1
eth2
eth3","HDD + SSD","KRM61RUG3T84","0105","ST12000NM000J-2TY103","SN05","-","-","-","-","-","-","32","32","2","16","Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz","Ice Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b6a","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",754.76,"12","62.90",83.67,671.09,52.38,34.20,18.18,6.98,4.21,3.29,43.66,26.85,20.02,2,4,"0",-,-,5,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2022-12-19,"-",2027-12-18,"infrastructure@petronascanada.com",14,40.00 GiB,195 days and 03:32:50,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456",NX-8170-G8,NX-SWO,"Calgary","CG1NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c0d-e562-6375-7211-ac1f6b356611,"21SM5M400471","Nutanix","NX G8",NX-8170-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","2.24.6, 2.24.6","9.40 0x8000ed12 1.3429.0, 9.40 0x8000f21e 1.3534.0","eth0
eth1
eth2
eth3
eth4
eth5","All NVMe","-","-","-","-","SAMSUNG MZQL215THBLA-00A07","GDD5302Q","-","-","-","-","32","32","2","16","Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz","Ice Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b4b","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",754.76,"24","31.45",369.86,384.90,87.29,47.62,39.67,No data received in last 24 hours,42.99,-,-,0,-,-,-,"6",-,-,23,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C3",2025-10-22,"Production: 24x7 service; NBD parts",2023-08-24,"-",2028-08-23,"infrastructure@petronascanada.com",14,48.00 GiB,119 days and 03:21:06,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
7dd114b6-779f-4e01-a875-c54219fb57f2,"OM219S060908",NX-1175S-G7,NX-SWO,"Calgary","B89J",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom","ARROW ECS CANADA",0005d813-479e-9912-2c37-3cecefee84a2,"21SG5E470033","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW95.001",5.14,31.25,"SuperMicro","7.15.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.22.25, 2.28.6","0x800006d1, 255.65535.255, 6.50 0x800042eb 1.3769.0","eth0
eth1
eth2
eth3","HDD + SSD","SAMSUNG MZ7LH1T9HMLT-00005","HXT7B04Q","ST12000NM001G-2MV103","SN04","-","-","Micron_5300_MTFDDAV240TDS","D3MU001","-","-","20","20","1","20","Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz","Cascade Lake",4500,"2500","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",375.88,"6","62.65",41.80,334.08,26.03,0.24,25.79,3.49,0.22,3.53,21.83,0.00,23.43,2,2,"0",1,-,2,"AHV","10","3.2.1.71663","CANADA (CA)","T2P 1M4",2025-10-22,"Production: 24x7 service; NBD parts",2021-11-23,"-",2026-11-21,"infrastructure@petronascanada.com",12,20.00 GiB,7 days and 17:53:51,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
812fcf98-423d-4b9a-afae-5fd91411e4ad,"OM208S001772",NX-1175S-G7,NX-SWO,"Calgary","CG1NTX03",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",0005b867-d944-5ddb-2015-3cecef19ba0d,"20SM5E440198","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW91.101",5.14,31.25,"SuperMicro","7.15.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 6.20 0x800041f9 1.3534.0","eth0
eth1
eth2
eth3","HDD + SSD","INTEL SSDSC2KB019T8","XCV10165","ST12000NM001G-2MV103","SN04","-","-","INTEL SSDSCKKB240G8","XC311135","-","-","20","20","1","20","Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz","Cascade Lake",4500,"2500","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",375.88,"6","62.65",263.82,112.06,25.07,8.86,16.20,3.49,2.07,1.68,21.83,5.96,17.48,2,2,"0",1,-,13,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2020-12-07,"-",2025-12-06,"infrastructure@petronascanada.com",12,32.00 GiB,230 days and 03:50:22,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
96af6677-a7d6-48ae-8c97-838a15aac0c3,"HM23AS001386",NX-8170-G8,NX-SWO,"Calgary","CG2NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c1d-becb-2afa-265f-ac1f6b3586c9,"23SH5K440177","Nutanix","NX G8",NX-8170-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086)","2.24.6","9.40 0x8000f21e 1.3534.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL215THBLA-00A07","GDD5302Q","-","-","-","-","40","40","2","20","Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz","Ice Lake",4500,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b4b","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",1007.01,"32","31.47",152.27,854.74,87.45,51.85,35.60,No data received in last 24 hours,47.01,-,-,0,-,-,-,"6",-,-,5,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-11-29,"-",2028-11-28,"infrastructure@petronascanada.com",14,48.00 GiB,195 days and 03:32:03,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
adb5d8a3-57cf-4faa-854d-3a9ec228243c,"HM22CS010037",NX-3155G-G8,NX-SWO,"Calgary","CG1NTX04",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",0005fc76-8db4-3aae-23df-7cc255357f98,"23SH5J170570","Nutanix","NX G8",NX-3155GN-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation, Broadcom / LSI",", SAS3816(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 2.24.6","231.0.153.0/pkg 231.1.162.1, 9.40 0x8000ee2c 1.3534.0","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7L33T8HBLT-00A07","JXTC604Q","-","-","-","-","-","-","-","-","48","48","2","24","Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz","Ice Lake",4500,"2100","ASPEED Technology, Inc.
NVIDIA Corporation","NVIDIA Corporation
Super Micro Computer Inc","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 1b4b","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:04:00.0
0000:ce:00.0
0000:ce:00.4
0000:ce:00.5
0000:ce:00.6
0000:ce:00.7
0000:ce:01.0
0000:ce:01.1
0000:ce:01.2
0000:ce:01.3
0000:ce:01.4
0000:ce:01.5
0000:ce:01.6
0000:ce:01.7
0000:ce:02.0
0000:ce:02.1
0000:ce:02.2
0000:ce:02.3
0000:cf:00.0
0000:cf:00.4
0000:cf:00.5
0000:cf:00.6
0000:cf:00.7
0000:cf:01.0
0000:cf:01.1
0000:cf:01.2
0000:cf:01.3
0000:cf:01.4
0000:cf:01.5
0000:cf:01.6
0000:cf:01.7
0000:cf:02.0
0000:cf:02.1
0000:cf:02.2
0000:cf:02.3
0000:d0:00.0
0000:d0:00.4
0000:d0:00.5
0000:d0:00.6
0000:d0:00.7
0000:d0:01.0
0000:d0:01.1
0000:d0:01.2
0000:d0:01.3
0000:d0:01.4
0000:d0:01.5
0000:d0:01.6
0000:d0:01.7
0000:d0:02.0
0000:d0:02.1
0000:d0:02.2
0000:d0:02.3
0000:d1:00.0
0000:d1:00.4
0000:d1:00.5
0000:d1:00.6
0000:d1:00.7
0000:d1:01.0
0000:d1:01.1
0000:d1:01.2
0000:d1:01.3
0000:d1:01.4
0000:d1:01.5
0000:d1:01.6
0000:d1:01.7
0000:d1:02.0
0000:d1:02.1
0000:d1:02.2
0000:d1:02.3","69",1007.00,"16","62.94",500.22,506.79,20.82,6.90,13.91,20.95,4.55,17.95,-,0,-,6,-,"0",-,-,28,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-05-09,"-",2028-05-08,"infrastructure@petronascanada.com",12,32.00 GiB,252 days and 03:48:33,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
aea713d0-2375-4a8f-8109-7f731dca8ce5,"HM214S004518",NX-8035-G7,NX-SWO,"Calgary","CG2NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c1d-becb-2afa-265f-ac1f6b3586c9,"21FM3F310058","Nutanix","NX G7",NX-8035-G7,"American Megatrends Inc.","PB91.101",5.14,31.25,"SuperMicro","7.15.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 5.19.9","0x800006d1, 255.65535.255, 0x80001743, 1.3082.0","eth0
eth1
eth2
eth3","HDD + SSD","SAMSUNG MZ7LH3T8HMLT-00005","HXT7B04Q","HGST HUH721212ALE600","LEGNTB01","-","-","-","-","-","-","36","36","2","18","Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz","Cascade Lake",4500,"2200","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0962","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",754.06,"12","62.84",56.91,697.15,52.46,34.94,17.52,6.98,4.10,3.40,43.66,27.63,19.24,2,4,"0",-,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","T3C 3P9",2025-10-22,"Production: 24x7 service; NBD parts",2021-08-05,"-",2026-08-04,"infrastructure@petronascanada.com",14,40.00 GiB,195 days and 03:33:57,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
b9c336ba-6fb7-4165-8598-86fce6029aba,"HM22CS009425",NX-3155G-G8,NX-SWO,"Calgary","CG1NTX04",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",0005fc76-8db4-3aae-23df-7cc255357f98,"23SH5J170567","Nutanix","NX G8",NX-3155GN-G8,"American Megatrends International, LLC.","WU61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation, Broadcom / LSI",", SAS3816(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 2.24.6","231.0.153.0/pkg 231.1.162.1, 9.40 0x8000ee2c 1.3534.0","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7L33T8HBLT-00A07","JXTC604Q","-","-","-","-","-","-","-","-","48","48","2","24","Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz","Ice Lake",4500,"2100","ASPEED Technology, Inc.
NVIDIA Corporation","NVIDIA Corporation
Super Micro Computer Inc","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 1b4b","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:04:00.0
0000:ce:00.0
0000:ce:00.4
0000:ce:00.5
0000:ce:00.6
0000:ce:00.7
0000:ce:01.0
0000:ce:01.1
0000:ce:01.2
0000:ce:01.3
0000:ce:01.4
0000:ce:01.5
0000:ce:01.6
0000:ce:01.7
0000:ce:02.0
0000:ce:02.1
0000:ce:02.2
0000:ce:02.3
0000:cf:00.0
0000:cf:00.4
0000:cf:00.5
0000:cf:00.6
0000:cf:00.7
0000:cf:01.0
0000:cf:01.1
0000:cf:01.2
0000:cf:01.3
0000:cf:01.4
0000:cf:01.5
0000:cf:01.6
0000:cf:01.7
0000:cf:02.0
0000:cf:02.1
0000:cf:02.2
0000:cf:02.3
0000:d0:00.0
0000:d0:00.4
0000:d0:00.5
0000:d0:00.6
0000:d0:00.7
0000:d0:01.0
0000:d0:01.1
0000:d0:01.2
0000:d0:01.3
0000:d0:01.4
0000:d0:01.5
0000:d0:01.6
0000:d0:01.7
0000:d0:02.0
0000:d0:02.1
0000:d0:02.2
0000:d0:02.3
0000:d1:00.0
0000:d1:00.4
0000:d1:00.5
0000:d1:00.6
0000:d1:00.7
0000:d1:01.0
0000:d1:01.1
0000:d1:01.2
0000:d1:01.3
0000:d1:01.4
0000:d1:01.5
0000:d1:01.6
0000:d1:01.7
0000:d1:02.0
0000:d1:02.1
0000:d1:02.2
0000:d1:02.3","69",1007.00,"16","62.94",478.75,528.25,20.82,4.16,16.66,20.95,3.93,18.57,-,0,-,6,-,"0",-,-,38,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-05-09,"-",2028-05-08,"infrastructure@petronascanada.com",12,32.00 GiB,21 days and 11:59:32,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
ba1d261f-7b63-4681-bcc9-46da94c8c546,"HM229S022377",NX-8035-G8,NX-SWO,"Calgary","CG2NTX01",Under Support,"Petronas Energy Canada Ltd","Scott Sefcik","scott.sefcik@nutanix.com","CompuCom Canada","ARROW ECS CANADA",00059c1d-becb-2afa-265f-ac1f6b3586c9,"22SG3G490023","Nutanix","NX G8",NX-8035N-G8,"American Megatrends International, LLC.","WB61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation, Broadcom / LSI",", SAS3808(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 2.24.6","231.0.153.0/pkg 231.1.162.1, 9.40 0x8000ed12 1.3429.0","eth0
eth1
eth2
eth3","HDD + SSD","KRM61RUG3T84","0105","ST12000NM000J-2TY103","SN05","-","-","-","-","-","-","32","32","2","16","Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz","Ice Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b6a","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",754.76,"12","62.90",81.61,673.15,52.42,31.71,20.71,6.98,4.04,3.46,43.66,24.73,22.15,2,4,"0",-,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2022-12-19,"-",2027-12-18,"infrastructure@petronascanada.com",14,40.00 GiB,195 days and 03:29:41,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
