Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"Petronas Energy Canada Ltd",20FM5E400004,"OM203S046892","CG1NTX02",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,5,"NX-1175S","Shipped",-,1,"6.10",NX-SWO,"AHV","Nutanix 20230302.102001","Calgary",2020-10-01,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,8,"Production: 24x7 service; NBD parts",EXPIRED,2020-10-01,2025-09-30,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-090392","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",20FM5E400005,"OM203S046914","CG1NTX02",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,5,"NX-1175S","Shipped",-,1,"6.10",NX-SWO,"AHV","Nutanix 20230302.102001","Calgary",2020-10-01,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,8,"Production: 24x7 service; NBD parts",EXPIRED,2020-10-01,2025-09-30,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-090392","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",20SM5E440198,"OM208S001772","CG1NTX03",0005b867-d944-5ddb-2015-3cecef19ba0d,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,4,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2020-12-07,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2020-12-07,2025-12-06,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-094748","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",20SM5E440206,"OM208S001770","CG1NTX03",0005b867-d944-5ddb-2015-3cecef19ba0d,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,4,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2020-12-07,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2020-12-07,2025-12-06,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-094748","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",20SM5E440214,"OM208S002018","CG1NTX03",0005b867-d944-5ddb-2015-3cecef19ba0d,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,4,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2020-12-07,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2020-12-07,2025-12-06,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-094748","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",20SW000158692,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD-5YR,5,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2020-10-01,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2020-10-01,2025-09-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-090392","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",20SW000168104,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD-5YR,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2020-12-07,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2020-12-07,2025-12-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-094748","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",21FM3F290052,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8135-G7-CM,4,"NX-8000","Shipped",-,1,"-",NX-SWO,"Not Found","Nutanix 20220304.242","Calgary",2021-07-22,Not Found,6.98 TiB,7.68 TB,52.78 TiB,48 TB,36,"Production: 24x7 service; NBD parts",Under Support,2021-07-22,2026-07-21,"14033516939","infrastructure@petronascanada.com",Mar 2027,Sep 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-108811","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",21FM3F310058,"HM214S004518, HM214S004733","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8135-G7-CM,4,"NX-8000","Shipped",2,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2021-08-05,2025-10-23 00:00,6.98 TiB,7.68 TB,52.78 TiB,48 TB,36,"Production: 24x7 service; NBD parts",Under Support,2021-08-05,2026-08-04,"14033516939","infrastructure@petronascanada.com",Mar 2027,Sep 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-110637","-","CANADA (CA)","T3C 3P9","1313 10 AVE SW, Calgary, AB, CANADA (CA), T3C 3P9","-"
"Petronas Energy Canada Ltd",21SG5E470005,"OM219S060757","B89J",0005d813-479e-9912-2c37-3cecefee84a2,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"7.3.1",NX-SWO,"AHV","10","Calgary",2021-11-23,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2021-11-23,2026-11-21,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-118162","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",21SG5E470027,"OM219S060930","B89J",0005d813-479e-9912-2c37-3cecefee84a2,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"7.3.1",NX-SWO,"AHV","10","Calgary",2021-11-23,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2021-11-23,2026-11-21,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-118162","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",21SG5E470033,"OM219S060908","B89J",0005d813-479e-9912-2c37-3cecefee84a2,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"7.3.1",NX-SWO,"AHV","10","Calgary",2021-11-23,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2021-11-23,2026-11-21,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-118162","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",21SM5E510244,"OM219S060808","CG1NTX03",0005b867-d944-5ddb-2015-3cecef19ba0d,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2022-01-07,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,20,"Production: 24x7 service; NBD parts",Under Support,2022-01-07,2027-01-06,"14033516939","infrastructure@petronascanada.com",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-120618","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",21SM5M400471,"HM236S002456","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,2,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-08-24,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,32,"Production: 24x7 service; NBD parts",Under Support,2023-08-24,2028-08-23,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-165144","-","CANADA (CA)","T2C 3C3","7007 54TH ST SE, Calgary, AB, CANADA (CA), T2C 3C3","-"
"Petronas Energy Canada Ltd",21SW000199642,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-07-22,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2021-07-22,2026-07-21,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-108811","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",21SW000199643,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-ADVREP-PRD,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-07-22,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2021-07-22,2026-07-21,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-108811","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",21SW000202274,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-08-05,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2021-08-05,2026-08-04,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-110637","-","CANADA (CA)","T3C 3P9","1313 10 AVE SW, Calgary, AB, CANADA (CA), T3C 3P9","-"
"Petronas Energy Canada Ltd",21SW000202275,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-ADVREP-PRD,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-08-05,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2021-08-05,2026-08-04,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-110637","-","CANADA (CA)","T3C 3P9","1313 10 AVE SW, Calgary, AB, CANADA (CA), T3C 3P9","-"
"Petronas Energy Canada Ltd",21SW000215677,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD-5YR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-11-23,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2021-11-23,2026-11-22,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-118162","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",22SG3G490023,"HM229S022377, HM229S022378","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8235N-G8-CM,2,"NX-8035N","Shipped",2,2,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2022-12-19,2025-10-23 00:00,13.97 TiB,15.36 TB,105.55 TiB,96 TB,64,"Production: 24x7 service; NBD parts",Under Support,2022-12-19,2027-12-18,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-146772","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",22SW000220745,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD-5YR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-01-07,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2022-01-07,2027-01-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-120618","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",22SW000269357,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-12-19,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2022-12-19,2027-12-18,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-146772","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",23SG5K360033,"HM236S007306","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-02,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,32,"Production: 24x7 service; NBD parts",Under Support,2023-11-02,2028-11-01,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-167706","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",23SG5N390022,"OM22CS020873","CG1NTX02",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,1,"NX-1175S","Shipped",-,1,"6.10",NX-SWO,"AHV","Nutanix 20230302.102001","Calgary",2023-11-02,2025-10-23 00:00,3.49 TiB,3.84 TB,26.39 TiB,24 TB,8,"Production: 24x7 service; NBD parts",Under Support,2023-11-02,2028-11-01,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-167706","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",23SH5J170566,"HM22CS010094","CG1NTX04",0005fc76-8db4-3aae-23df-7cc255357f98,"Scott Sefcik","scott.sefcik@nutanix.com",NX-3155GN-G8-CM,2,"NX-3155GN","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2023-05-09,2025-10-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,48,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
