Node UUID,Node Serial Number,Node Model,Node License Mode,Install Location,Cluster Name,Contract Status,Account Name,Account Executive,Account Executive Email,Incumbent Reseller,Incumbent Distributor,Cluster UUID,Block Serial Number,Node Vendor,Model Family,Model Group,BIOS Vendor,BIOS Version,BIOS Revision,BIOS ROM Size (in MiB),BMC Manufacturer,BMC Version,Storage Controller Manufacturer,Storage Controller Part Number,Storage Controller Version,Satadom Device Model,Satadom Version,NIC Manufacturer,NIC Version,NIC Firmware Version,NIC Location,Drive Configuration,SSD Part No,SSD Version,HDD Part No,HDD Version,NVME Part No,NVME Version,M.2 SSD Part No,M.2 SSD Version,M.2 HDD Part No,M.2 HDD Version,CPU Cores,Enabled Core Count,CPU Sockets,CPU Core Count Per Socket,CPU Version,Processor Family,CPU Max Speed,CPU Speed,GPU Vendor,GPU Sub-Vendor,GPU Device,GPU Sub Device,GPU Class,GPU Revision,GPU Slot,No. of GPUs,Total Memory Capacity,Quantity Of Memory Sticks Per Node,Memory Capacity Per Node (in GiB),Used Memory Capacity (in GiB),Available Memory Capacity,Total Storage Capacity,Used Storage Capacity,Available Storage Capacity,Total SSD Capacity,Used SSD Capacity,Available SSD Capacity,Total HDD Capacity,Used HDD Capacity,Available HDD Capacity,No. of SSDs,No. of HDDs,No. of NVMes,No. of M.2 SSDs,No. of M.2 HDDs,VM Count,Hypervisor Type,Hypervisor Version,LCM Version,Install Country,Install Zip,Last Pulse Date,Contract Coverage,Contract Start Date,Prior Contract End Date,Contract End Date,Primary Contact,CVM vCPU,CVM Memory,CVM Uptime,Customer Experience Manager (CXM),Theater,Region,Sub Region
29625a87-0129-4b06-b704-5becffd9c919,"i-0d390fd6c2b63f30d",AWS.i3en.metal,Not Found,"-","DR-AWS-NXA",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00062138-280a-23fc-d265-1cc0ae5e57ab,"i-0d390fd6c2b63f30d","Not Found","Unknown",Unknown,"-","-",-,-,"-","-","-","-","-","Not Found","-","-","-","-","Not Found","Not Found","-","-","-","-","-","-","-","-","-","-","48","0","2","24","-","Not Found",-,"0","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","0",755.02,"0","0.00",129.00,626.02,56.16,26.62,29.54,No data received in last 24 hours,23.91,-,-,0,-,-,-,"0",-,-,9,"AHV","10","3.1.1.62004","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,48.00 GiB,190 days and 06:36:11,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
2d1e75f4-1044-45f5-b4b8-7c49009c566f,"WM22BS018831",NX-1120S-G7,NX-SWO,"Calgary","WC-SUF-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",0006181b-b393-4a68-2042-3cecefdb3842,"24SH5G120059","Nutanix","NX G7",NX-1120S-G7,"American Megatrends Inc.","PV50.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.16.3, 2.24.6","1.63, 0x800009fa, 6.00 0x80003fc6 1.3353.0","eth0
eth1
eth2
eth3
eth4
eth5
eth6
eth7","All SSD","SAMSUNG MZ7L31T9HBLT-00A07","JXTC404Q","-","-","-","-","INTEL SSDSCKKB240GZ","7CV10111","-","-","8","8","1","8","Intel(R) Xeon(R) D-2146NT CPU @ 2.30GHz","Sky Lake D",4000,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0986","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.88,"4","62.72",79.28,171.61,3.04,0.78,2.26,3.49,0.70,3.05,-,0,-,2,-,"0",1,-,3,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-16,"-",2027-04-15,"awolde@wcap.ca",8,32.00 GiB,Not Found,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
30a7407c-7f98-4df1-ab2e-c8e48dfa71f9,"NM191S027068",NX-1175S-G6,NX-SWO,"Swift Current","WC-SWC-NXA",EXPIRED,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",00063ca9-807d-dcef-0000-000000027ccb,"19SM59050146","Nutanix","NX G6",NX-1175S-G6,"American Megatrends Inc.","PW70.002",5.14,31.25,"SuperMicro","7.13.1","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086)","5.16.3","1.63, 0x800009fb, 1.1747.0","eth0
eth1","HDD + SSD","SAMSUNG MZ7KM960HMJP-00005","GXM5304Q","ST8000NM0055-1RM112","SN05","-","-","INTEL SSDSCKJB240G7","N2010121","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4108 CPU @ 1.80GHz","Sky Lake",4500,"1800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",124.97,"4","31.24",42.27,82.69,16.54,0.04,16.50,1.75,0.03,1.84,14.55,0.00,15.62,2,2,"0",1,-,3,"AHV","20230302","-","CANADA (CA)","S9H 4Y9",2025-10-22,"Production: 24x7 service; NBD parts",2019-02-12,"-",2025-01-05,"ryan.kuffler@wcap.ca",8,24.00 GiB,75 days and 20:30:01,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
31dcbb50-572a-46ac-a2d6-ac53dbe4ed5f,"OM239S044833",NX-1175S-G8,NX-SWO,"Calgary","WC-CGY-NXD",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e704-225b-e742-16fd-3ceceffe1ca0,"23SG5N460002","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW40.002",5.22,31.25,"SuperMicro","8.01.09","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x800016dc, 1.3082.0, 26.32.1010 (MT_0000000575)","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7L33T8HBLT-00A07","JXTC404Q","-","-","-","-","-","-","-","-","12","12","1","12","Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz","Ice Lake",4500,"3000","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",502.83,"8","62.85",227.15,275.68,13.84,7.20,6.64,13.97,6.48,8.52,-,0,-,4,-,"0",-,-,10,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2023-12-08,"-",2026-12-07,"awolde@wcap.ca",12,32.00 GiB,89 days and 03:33:26,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
3366ec47-a6af-4eb7-8a94-41cf37cf8216,"OM21BS052184",NX-1175S-G7,NX-SWO,"Valhalla","WC-VAL-NXA",EXPIRED,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005d9f3-3eae-2c27-0c08-3cecefeec058,"22SG5E030148","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW80.001",5.14,31.25,"SuperMicro","7.15.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 6.20 0x800041f9 1.3534.0","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7LH1T9HMLT-00005","HXT7B04Q","-","-","-","-","Micron_5300_MTFDDAV240TDS","D3MU001","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz","Cascade Lake",4500,"2100","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",124.97,"4","31.24",38.15,86.82,3.04,0.90,2.15,3.49,0.82,2.93,-,0,-,2,-,"0",1,-,1,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2022-01-28,"-",2025-01-27,"ryan.kuffler@wcap.ca",8,32.00 GiB,82 days and 05:55:54,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
35212ae9-30f9-4fe3-b0e1-684e517e3c95,"WM251S000109",NX-1175S-G9,NX-SWO,"Calgary","WC-MUS-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000631b7-bf0a-7a30-7263-7cc255eaabe0,"25SG5T050042","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",42.23,82.78,6.57,0.13,6.45,No data received in last 24 hours,0.11,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","-","CANADA (CA)","T2P1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-06,"-",2028-02-05,"awolde@wcap.ca",8,32.00 GiB,174 days and 13:36:09,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
36a66108-b5c9-4641-88cc-91655468dfd0,"WM251S000272",NX-1175S-G9,NX-SWO,"Calgary","WC-GLP-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063373-2db4-cb89-6a84-7cc255eaac5e,"25SG5T050031","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",38.15,86.86,6.57,0.03,6.55,No data received in last 24 hours,0.03,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-04,"-",2028-02-03,"awolde@wcap.ca",8,32.00 GiB,63 days and 13:45:42,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
38111c14-6c46-4052-9619-27239d20de10,"OM226S016274",NX-1175S-G8,NX-SWO,"Kaybob","WC-KBP-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"22SH5N320149","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW61.101",5.22,31.25,"SuperMicro","8.02.02","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","231.0.153.0/pkg 231.1.162.1, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","HDD + SSD","KRM61RUG3T84","0105","WDC  WUH721818ALE6L4","PCGNW8C2","-","-","-","-","-","-","16","16","1","16","Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz","Ice Lake",4500,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",502.83,"8","62.85",141.35,361.48,41.29,1.78,39.52,6.98,1.61,5.89,32.74,0.01,35.15,2,2,"0",-,-,6,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2022-08-09,"2025-08-07",2026-08-07,"ryan.kuffler@wcap.ca",14,40.00 GiB,206 days and 05:39:59,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
3a323c1c-89d6-41ba-aa83-70cdca42ecfb,"J1059AZ0",HX3376,Not Found,"-","WC-WEY-NXB",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00060a38-a283-4d16-03fb-72e284297081,"J1059AZ0","Lenovo","HX Epyc",Unknown,"Lenovo","D8E142D-3.60",3.60,31.25,"Lenovo","6.41","Broadcom / LSI","SAS3416(B0)","18.03.00.00","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","26.30.1004 (LNV0000000037)","eth0
eth1","All SSD","SSDSC2KG019TZL       02JG584D7A44676LEN","7CV1LR16","-","-","-","-","-","-","ThinkSystem M.2 VD","MV.R00-0","12","12","1","12","AMD EPYC 7272 12-Core Processor, Not Installed","Rome",3200,"2900","Matrox Electronics Systems Ltd.","Emulex Corporation","MGA G200e [Pilot] ServerEngines (SEP1)","Subsystem device 0101","Display controller:VGA compatible controller:VGA controller","66","0000:c3:00.0","1",125.17,"8","15.65",96.79,28.37,6.55,2.31,4.24,6.98,2.08,5.42,-,0,-,4,-,"0",-,1,6,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",8,32.00 GiB,95 days and 03:50:53,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
3b057a91-401b-47d6-bfc8-5c10c988b510,"i-03152a766252337dc",AWS.i3en.metal,Not Found,"-","DR-AWS-NXA",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00062138-280a-23fc-d265-1cc0ae5e57ab,"i-03152a766252337dc","Not Found","Unknown",Unknown,"-","-",-,-,"-","-","-","-","-","Not Found","-","-","-","-","Not Found","Not Found","-","-","-","-","-","-","-","-","-","-","48","0","2","24","-","Not Found",-,"0","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","0",755.02,"0","0.00",102.58,652.45,56.12,26.32,29.80,No data received in last 24 hours,23.22,-,-,0,-,-,-,"0",-,-,4,"AHV","10","3.1.1.62004","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,48.00 GiB,125 days and 06:35:45,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
3c6bbd25-069d-4934-a772-26b613246b2a,"WM255S003084",NX-1175S-G9,NX-SWO,"Calgary","WC-SMK-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063ea0-53a3-de29-49ae-7cc255ed44cb,"25SH5T340027","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",26.07,98.94,6.57,0.08,6.50,No data received in last 24 hours,0.07,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","-","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-09-03,"-",2028-09-02,"awolde@wcap.ca",8,20.00 GiB,3 days and 16:09:45,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
3c91a931-1488-4e93-8f30-c95c503fa680,"2M21020DDH",HPE DX385-12 Gen10 Plus,Not Found,"-","WC-CGY-NXB",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"2M21020DDH","HPE","DX Gen10 Plus",Unknown,"HPE","A42",2.56,62.50,"HPE","2.71.00","Adaptec",", 836259-001
836266-001","5.00","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","16.32.1010 (MT_0000000416)","eth0
eth1","HDD + SSD","VK003840GWSRV","HPG4","MB012000JWDFD","HPD3","-","-","MR000480GXBGH","HPG1","-","-","32","32","2","16","AMD EPYC 7282 16-Core Processor","Rome",4100,"2800","Matrox Electronics Systems Ltd.","Hewlett Packard Enterprise","MGA G200eH3","iLO5 VGA","Display controller:VGA compatible controller:VGA controller","2","0000:61:00.1","1",881.13,"28","31.47",151.59,729.54,120.74,74.66,46.08,6.98,4.47,3.03,109.14,63.44,53.74,2,10,"0",1,-,4,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",12,40.00 GiB,187 days and 03:04:31,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
42973eb5-b041-419a-b8ed-4c15ec66f07c,"WM241S008054",NX-1175S-G9,NX-SWO,"Calgary","WC-DUV-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00061a29-6e0f-ec03-7d55-7cc255e24fe7,"24SH5T130072","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW10.201",5.31,31.25,"SuperMicro","1.00.10","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","223.0.161.0/pkg 223.1.96.0, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4000,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",51.03,199.89,6.57,0.17,6.40,No data received in last 24 hours,0.15,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-16,"-",2027-04-15,"awolde@wcap.ca",8,32.00 GiB,126 days and 00:15:12,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
472dcccd-96c5-4eda-8e7a-9907b0b2db1e,"WM241S008200",NX-1175S-G9,NX-SWO,"Calgary","WC-FOS-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000619ff-ccac-366c-26f0-7cc255e24fc9,"24SH5T110081","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.05","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","231.0.153.0/pkg 231.1.162.1, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4200,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",47.01,203.91,6.57,0.89,5.68,No data received in last 24 hours,0.81,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-16,"-",2027-04-15,"awolde@wcap.ca",8,32.00 GiB,206 days and 21:26:25,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
47fe13f8-fd8e-4a5b-b390-dae2c1730813,"J105G35E",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXF",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061882-393a-e34f-6b7e-3a7c76724c80,"J105G35E","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","26.35.1012 (LNV0000000037)","eth0
eth1","All NVMe","-","-","-","-","Micron_7450_MTFDKCB1T9TFR","E2MU200","-","-","-","-","64","64","2","32","AMD EPYC 9354 32-Core Processor","Genoa",3800,"3250","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 2000","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:45:00.0
0000:45:00.4
0000:45:00.5
0000:45:00.6
0000:45:00.7
0000:45:01.0
0000:45:01.1
0000:45:01.2
0000:45:01.3
0000:45:01.4
0000:45:01.5
0000:45:01.6
0000:45:01.7
0000:45:02.0
0000:45:02.1
0000:45:02.2
0000:45:02.3
0000:46:00.0
0000:46:00.4
0000:46:00.5
0000:46:00.6
0000:46:00.7
0000:46:01.0
0000:46:01.1
0000:46:01.2
0000:46:01.3
0000:46:01.4
0000:46:01.5
0000:46:01.6
0000:46:01.7
0000:46:02.0
0000:46:02.1
0000:46:02.2
0000:46:02.3
0000:47:00.0
0000:47:00.4
0000:47:00.5
0000:47:00.6
0000:47:00.7
0000:47:01.0
0000:47:01.1
0000:47:01.2
0000:47:01.3
0000:47:01.4
0000:47:01.5
0000:47:01.6
0000:47:01.7
0000:47:02.0
0000:47:02.1
0000:47:02.2
0000:47:02.3
0000:48:00.0
0000:48:00.4
0000:48:00.5
0000:48:00.6
0000:48:00.7
0000:48:01.0
0000:48:01.1
0000:48:01.2
0000:48:01.3
0000:48:01.4
0000:48:01.5
0000:48:01.6
0000:48:01.7
0000:48:02.0
0000:48:02.1
0000:48:02.2
0000:48:02.3
0000:65:00.0","69",755.01,"24","31.46",726.73,28.28,27.42,11.19,16.23,No data received in last 24 hours,10.11,-,-,0,-,-,-,"2",-,-,6,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,173 days and 08:28:14,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
4aec3f8a-c5c9-44b6-87f7-e270c41d99fc,"IM253S010254",NX-1175S-G9,NX-SWO,"Calgary","WC-SMK-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063ea0-53a3-de29-49ae-7cc255ed44cb,"25SH5T340055","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",26.07,98.94,6.57,0.08,6.50,No data received in last 24 hours,0.07,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-09-03,"-",2028-09-02,"awolde@wcap.ca",8,20.00 GiB,3 days and 16:12:52,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
4e96d5af-1549-4fcb-be16-a7173f51d20c,"2M21020DDG",HPE DX385-12 Gen10 Plus,Not Found,"-","WC-CGY-NXB",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"2M21020DDG","HPE","DX Gen10 Plus",Unknown,"HPE","A42",2.56,62.50,"HPE","2.71.00","Adaptec",", 836259-001
836266-001","5.00","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","16.32.1010 (MT_0000000416)","eth0
eth1","HDD + SSD","VK003840GWSRV","HPG4","MB012000JWDFD","HPD3","-","-","MR000480GXBGH","HPG1","-","-","32","32","2","16","AMD EPYC 7282 16-Core Processor","Rome",4100,"2800","Matrox Electronics Systems Ltd.","Hewlett Packard Enterprise","MGA G200eH3","iLO5 VGA","Display controller:VGA compatible controller:VGA controller","2","0000:61:00.1","1",881.13,"28","31.47",115.24,765.89,120.64,73.75,46.89,6.98,4.28,3.22,109.14,62.69,54.50,2,10,"0",1,-,2,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",12,40.00 GiB,46 days and 15:35:22,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
