Cluster Name,Cluster UUID,Account Name,Account Executive Email,Account Executive,Theater,Region,Sub-Region,Storage Container Name,Storage Container UUID,Storage Pool Name,Storage Pool UUID,Compression Type,Finger Print Enabled,Replication Factor,Compression Enabled,Deduplication Enabled,Erasure Coding Enabled,Implicit Reserved Capacity (In TiB),Explicit Reserved Capacity (In TiB),Dedup Policy,Erasure Code,AOS/PC Version,NCC Version,Cluster Fault Tolerance,Last Pulse
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,Nutanix_CGY-AFS-P05_ctr,3cddc229-8343-4a8c-9800-a3a9b9a4de69,Not Found,Not Found,0.0,False,2,True,False,True,-,0,0.0,*/1,"6.10.1","5.2.0","FT1/RF2",2025-10-23
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,4829e3bf-ed01-4b1c-a706-90704b7688d7,Not Found,Not Found,-,False,2,False,False,False,-,0,0.0,-,"6.10.1","5.2.0","FT1/RF2",2025-10-23
"WC-KWA-NXA",000581e3-76ec-96d8-0000-000000027cc9,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,4862ba04-62aa-4c3b-bf9e-fde660f18dd9,default-storage-pool-163017,857ca8cf-78ea-400a-b9a3-8dae28d11520,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-OLDS-NXA",00061a02-c6d8-af73-118f-7cc255e25075,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-59044353331635,4d4c8c71-4323-448f-bfaf-784192f2a997,default-storage-pool-59044353331635,ce9fc3ca-2d11-4633-b38b-3eded816e0d6,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-BUT-NXA",000619c2-e438-a495-7e41-3cecefdb38c5,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,517c6f11-d36a-4f08-9378-2447150e0dc7,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-MUS-NXB",000631b7-bf0a-7a30-7263-7cc255eaabe0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,558d6d98-f39b-431f-9051-13707d26f88e,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-KWA-NXA",000581e3-76ec-96d8-0000-000000027cc9,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-163017,59b221ff-bd7a-487d-9b55-d8560025102e,default-storage-pool-163017,857ca8cf-78ea-400a-b9a3-8dae28d11520,0.0,False,2,True,False,False,-,0,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,5d189e76-35e3-4e85-9fac-430485921603,default-storage-pool-92374547319703,4306057e-349e-4473-a842-8645964ff51a,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-2112796502753,5e355229-7e37-45b5-a1cb-562d9efd6e41,Not Found,Not Found,0.0,False,2,True,False,False,-,0,0.0,-,"6.10.1","5.2.0","FT1/RF2",2025-10-23
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SANDBOX,6297b1d1-a580-402d-9233-6f82651801cc,default-storage-pool-42427743041,d1f61b99-3eac-457c-86dc-b46d2d26c666,0.0,True,2,True,False,False,-,-,0.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-46451818490244,62bd97f8-d094-433e-ae39-c4d35cb10cb1,Not Found,Not Found,0.0,True,2,True,True,False,-,0,2.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-MUS-NXB",000631b7-bf0a-7a30-7263-7cc255eaabe0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,63805dbf-8f11-424a-b813-186b2cf99a89,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-CYNNTNX01",00059f6d-e733-a513-0000-00000002b8cd,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,6448e83f-cc1c-4927-9429-372eb0eecbf5,default-storage-pool-178381,c863e432-91f9-4a3c-bf69-20bc1f81ada5,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CYNNTNX01",00059f6d-e733-a513-0000-00000002b8cd,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-178381,69ca3350-c806-42bf-b675-c667877f0f03,default-storage-pool-178381,c863e432-91f9-4a3c-bf69-20bc1f81ada5,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-GLP-NXA",00063373-2db4-cb89-6a84-7cc255eaac5e,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,6a74bfa5-9d71-452a-bd6d-23b6009a562e,default-storage-pool-67273870584440,ed915fce-22ab-4eba-9081-b3f1ce173473,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-SUF-NXA",0006181b-b393-4a68-2042-3cecefdb3842,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,6aca0c2b-e491-4a53-a3ba-549c84d4d9f5,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-96489630984030,6b21f5b1-8a44-47fc-bcd6-045e2d800e7d,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-SMK-NXA",00063ea0-53a3-de29-49ae-7cc255ed44cb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,6f4882f6-477c-4d3f-9da0-bc9772fe9cc3,default-storage-pool-43770260666233,b6e8063e-8216-4587-a5da-b73cabce8c0f,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,72d43bb2-fb72-4c86-821f-f7545ed41242,default-storage-pool-42427743041,d1f61b99-3eac-457c-86dc-b46d2d26c666,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXB",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,wc-cgy-nxb-CN1,755cb137-c7bc-4d03-88f8-32426ebaf47c,Not Found,Not Found,0.0,True,2,True,True,False,-,0,2.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-SMK-NXA",00063ea0-53a3-de29-49ae-7cc255ed44cb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-43770260666233,76574f49-87bd-4af6-aa33-92eb1d8e3787,default-storage-pool-43770260666233,b6e8063e-8216-4587-a5da-b73cabce8c0f,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,794ea13f-48a0-4884-976e-41b8373232b7,default-storage-pool-18693190184050,a6072621-8c42-4dde-9ce1-dfee317c718a,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,7991bf02-31ce-4a36-80b9-ea3319bd1263,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"DR-AWS-NXA",00062138-280a-23fc-d265-1cc0ae5e57ab,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,7c38e529-99a5-49e4-8786-9c34179a3225,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"7.0.1","5.1.1","FT1/RF2",2025-10-23
"WC-WAP-NXA",0006051a-66b0-8597-37b6-3cecefd475d3,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,7c945faf-7112-40d1-be2b-fe2386ed9e7d,default-storage-pool-25834721275695,ba3a5c69-10c5-46a3-85da-e884d125a458,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-BDLNTNX01",0005902b-e433-72e8-0000-00000002a6e3,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,7eb6b45b-1ebe-42a6-a523-c1483c4a481c,default-storage-pool-173795,7297602d-f494-4ad8-b294-cde32684c636,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-KBP-NXA",0005e712-d27c-1010-206a-3ceceffd92e0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-22640150896682,7ed5e9b7-d5a8-494f-9b70-7c48b4e797c5,default-storage-pool-22640150896682,754d7811-a5ae-4a7d-81a9-3b28363c6b22,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-STR-NXA",00061057-fe1d-855f-4235-3cecefdb38a6,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-62079400259280,81590cee-9c8e-435e-b04a-010df7b6f396,default-storage-pool-62079400259280,3084ae26-0e74-475a-8382-9d76f9cad7f0,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,863e495d-14bb-4b7e-bf43-2a03c5023f42,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-SWC-NXA",00063ca9-807d-dcef-0000-000000027ccb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,870d5e78-7325-49d5-8885-044496cc3019,default-storage-pool-163019,65dbc073-2168-4492-a3c6-f4773b6f69b8,-,False,1,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","No Fault Tolerance",2025-10-23
"WC-RST-NXA",0005e716-153b-a19e-276d-3ceceffe1e48,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-67195099786994,880ba8b3-d022-4ba2-9fc1-17b45965de53,default-storage-pool-67195099786994,27d539e2-0e2f-4ca9-a008-46c018b2d466,0.0,False,2,True,False,False,-,0,0.0,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,8e53cebf-7dbc-48a2-bbac-eab042c563ea,default-storage-pool-37703196582691,8097f1f0-e113-42d5-bed5-0a90eb16ede4,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-MUS-NXB",000631b7-bf0a-7a30-7263-7cc255eaabe0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-39999405382400,8f0e7757-375c-4231-a201-a491ef83f724,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-GCK-NXA",00063e9d-48cc-f8c3-5293-7cc255ec2d38,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,8f2bedf3-254e-4507-9375-553ecc99a293,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-SMK-NXA",00063ea0-53a3-de29-49ae-7cc255ed44cb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,91a5a2d3-dca6-4ace-9929-59ca910bcb95,default-storage-pool-43770260666233,b6e8063e-8216-4587-a5da-b73cabce8c0f,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
