Cluster Name,Cluster UUID,Policy Name,Policy Description,Discovery Type,Primary Entity Type,Primary Impact,Status,Severity,Recommendation 1,First Discovered,Last Discovered,Discovery Message,State,Recommendation 2,AOS/PC Version,Visibility,Manual Resolvable,Account Name,Account Executive,Account Executive Email,Managing PC Name,Managing PC UUID,Hypervisor Version,LCM Version,Foundation Version,Block Serial Number,Experimental Policy,Last Pulse,Is Snoozed,Snooze Start Time,Snooze End Time,Snooze Set By
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,D0-600103,"NGT certificate on one or more GuestVMs has either expired or expiring soon which will result in unavailability of NGT related features","ALERT",Cluster,"-",Opened,Critical,"Follow Prism Web Console Guide",2025-10-15 13:44,2025-10-24 15:48,"NGT certificates for one or more guest VMs on this cluster **(UUID: 0005c575-5610-8b63-6cd3-3cecef5abbeb )** has either expired or will be expiring soon triggering Alert - **A600103-NGT client certificates expiring** which will result in unavailability of NGT related features.     VM(s) that need action are: **+W2K16-DE-Template**",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",21FM5E140102,False,2025-10-23,False,-,-,-
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,D2-0033,"Several security issues have been discovered in select G9 supermicro boards affecting the web server component of the BMC","SA",Cluster,"-",Opened,Critical,"Upgrade BMC with LCM",2024-10-10 05:43,2025-10-24 11:49,"The BMC version 1.00.10 on the following node(s) WM247S002139 on Cluster **( Name: WC-WEY-NXA , UUID: 0005c575-5610-8b63-6cd3-3cecef5abbeb )** is exposed to the Vulnerabilities in Supermicro BMC IPMI firmware. These issues may affect the web server component of the Baseband Management Controller (BMC) IPMI. See **Security Advisory #33** for more information.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",21FM5E140099,False,2025-10-23,False,-,-,-
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-WEY-NXA (UUID: 0005c575-5610-8b63-6cd3-3cecef5abbeb) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",24SH5T320510,False,2025-10-23,False,-,-,-
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,D2-0035,"Vulnerability in Supermicro BIOS Firmware (aka PKFAIL) can leave systems vulnerable to attacks that target Secure Boot or other vectors","SA",Cluster,"-",Opened,Critical,"Upgrade BIOS with LCM",2024-10-10 05:41,2025-10-24 05:58,"The BIOS version(s) **20.004** on the node(s) **WM247S002139** in Cluster **( Name: WC-WEY-NXA , UUID: 0005c575-5610-8b63-6cd3-3cecef5abbeb )** is exposed to the Vulnerabilities in Supermicro BIOS firmware. Supermicro platforms may use insecure Platform Keys (PK), which represent the Root of Trust (RoT) for BIOS. These insecure keys were generated by American Megatrends International (AMI) and supplied as a reference example to Supermicro. The impacted systems are vulnerable to attacks that target Secure Boot or other vectors impacted by a problematic Root of Trust.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",24SH5T320510,False,2025-10-23,False,-,-,-
"WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-VAL-NXA (UUID: 0005d9f3-3eae-2c27-0c08-3cecefeec058) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SG5E030147,False,2025-10-23,False,-,-,-
"WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,D3-0336,"Detected Disaster Recovery is enabled on this cluster - upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows","General Issue",Cluster,"-",Opened,Warning,"Follow KB article",2025-08-28 17:29,2025-10-23 18:00,"The cluster **(Name: WC-VAL-NXA, UUID: 0005d9f3-3eae-2c27-0c08-3cecefeec058)** has Disaster recovery enabled.   Upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows, including protection, replication, and failovers, due to port 2020 being disabled by default.    Clusters with 0-RPO configured may also experience Stargate service instability after the upgrade.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SG5E030166,False,2025-10-23,False,-,-,-
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,D0-600103,"NGT certificate on one or more GuestVMs has either expired or expiring soon which will result in unavailability of NGT related features","ALERT",Cluster,"-",Opened,Critical,"Follow Prism Web Console Guide",2025-10-20 23:53,2025-10-24 15:48,"NGT certificates for one or more guest VMs on this cluster **(UUID: 0005e704-225b-e742-16fd-3ceceffe1ca0 )** has either expired or will be expiring soon triggering Alert - **A600103-NGT client certificates expiring** which will result in unavailability of NGT related features.     VM(s) that need action are: **CABXSMTPP301**",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",25SG5T080122,False,2025-10-23,False,-,-,-
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:02,"The WC-CGY-NXD (UUID: 0005e704-225b-e742-16fd-3ceceffe1ca0) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SH5N290339,False,2025-10-23,False,-,-,-
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,D3-0336,"Detected Disaster Recovery is enabled on this cluster - upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows","General Issue",Cluster,"-",Opened,Warning,"Follow KB article",2025-08-28 17:29,2025-10-23 17:57,"The cluster **(Name: WC-CGY-NXD, UUID: 0005e704-225b-e742-16fd-3ceceffe1ca0)** has Disaster recovery enabled.   Upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows, including protection, replication, and failovers, due to port 2020 being disabled by default.    Clusters with 0-RPO configured may also experience Stargate service instability after the upgrade.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SH5N290276,False,2025-10-23,False,-,-,-
"WC-KBP-NXA",0005e712-d27c-1010-206a-3ceceffd92e0,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-KBP-NXA (UUID: 0005e712-d27c-1010-206a-3ceceffd92e0) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SG5N300039,False,2025-10-23,False,-,-,-
"WC-KBP-NXB",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-KBP-NXB (UUID: 0005e716-0b5a-1bf7-1c68-3ceceffe1b50) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SH5N320144,False,2025-10-23,False,-,-,-
"WC-RST-NXA",0005e716-153b-a19e-276d-3ceceffe1e48,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:05,"The WC-RST-NXA (UUID: 0005e716-153b-a19e-276d-3ceceffe1e48) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",22SG5N310011,False,2025-10-23,False,-,-,-
"WC-WAP-NXA",0006051a-66b0-8597-37b6-3cecefd475d3,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-WAP-NXA (UUID: 0006051a-66b0-8597-37b6-3cecefd475d3) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",23SH5G300466,False,2025-10-23,False,-,-,-
"WC-WEY-NXB",00060a38-a283-4d16-03fb-72e284297081,D3-0336,"Detected Disaster Recovery is enabled on this cluster - upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows","General Issue",Cluster,"-",Opened,Warning,"Follow KB article",2025-08-28 17:29,2025-10-23 18:03,"The cluster **(Name: WC-WEY-NXB, UUID: 00060a38-a283-4d16-03fb-72e284297081)** has Disaster recovery enabled.   Upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows, including protection, replication, and failovers, due to port 2020 being disabled by default.    Clusters with 0-RPO configured may also experience Stargate service instability after the upgrade.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",J1059AZ0,False,2025-10-23,False,-,-,-
"WC-WEY-NXB",00060a38-a283-4d16-03fb-72e284297081,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-WEY-NXB (UUID: 00060a38-a283-4d16-03fb-72e284297081) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",J1059AZ0,False,2025-10-23,False,-,-,-
"WC-STR-NXA",00061057-fe1d-855f-4235-3cecefdb38a6,D3-0336,"Detected Disaster Recovery is enabled on this cluster - upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows","General Issue",Cluster,"-",Opened,Warning,"Follow KB article",2025-08-28 17:29,2025-10-23 18:02,"The cluster **(Name: WC-STR-NXA, UUID: 00061057-fe1d-855f-4235-3cecefdb38a6)** has Disaster recovery enabled.   Upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows, including protection, replication, and failovers, due to port 2020 being disabled by default.    Clusters with 0-RPO configured may also experience Stargate service instability after the upgrade.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",23SH5G300474,False,2025-10-23,False,-,-,-
"WC-STR-NXA",00061057-fe1d-855f-4235-3cecefdb38a6,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-STR-NXA (UUID: 00061057-fe1d-855f-4235-3cecefdb38a6) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",23SH5G300474,False,2025-10-23,False,-,-,-
"WC-KWA-NXB",000610ba-e6e5-b3ee-69b2-3cecefdb38b1,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-24 18:03,2025-10-23 18:02,"The WC-KWA-NXB (UUID: 000610ba-e6e5-b3ee-69b2-3cecefdb38b1) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",23SH5G300469,False,2025-10-23,False,-,-,-
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,D3-0336,"Detected Disaster Recovery is enabled on this cluster - upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows","General Issue",Cluster,"-",Opened,Warning,"Follow KB article",2025-08-28 17:29,2025-10-23 17:54,"The cluster **(Name: WC-CGY-NXE, UUID: 00061755-a6a5-3a82-390b-043201f0fd0a)** has Disaster recovery enabled.   Upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows, including protection, replication, and failovers, due to port 2020 being disabled by default.    Clusters with 0-RPO configured may also experience Stargate service instability after the upgrade.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",J105G359,False,2025-10-23,False,-,-,-
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:02,"The WC-CGY-NXE (UUID: 00061755-a6a5-3a82-390b-043201f0fd0a) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",J105G356,False,2025-10-23,False,-,-,-
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,D8-0052,"NDB database engine and operating system version lifecycle support notice. Incompatible configuration may cause performance or stability issues","OTHER",Cluster,"-",Opened,Info,"Review configuration to verify supportability",2025-09-09 17:29,2025-10-23 17:59,"NDB is aligning its database engine and operating system support matrix with each software vendor?s lifecycle policy, NDB will support a specific version for as long as it is supported by the vendor. This applies to all NDB qualified database engine and operating system versions.     * **CentOS 7.n is deprecated and no longer supported by NDB starting with the NDB 2.6 release.**     The below versions will be deprecated and **no longer supported by NDB** starting with the **NDB 2.7** release:    * RedHat 6.N & OEL 6.N    * SQL Server version 2008r2 and 2012     * Windows Server 2012 & Windows Server 2012 R2     * Debian 9.n & 10.n     * MongoDB version 4.x & 5.x     * MySQL version 5.6 & 5.7     * MariaDB version 5.5, 6.0 & 10.3.     Validate the Database, GuestOS and software versions managed by NDB Server **CGY-NDB-P01** on cluster **( Name: WC-CGY-NXE , UUID: 00061755-a6a5-3a82-390b-043201f0fd0a )** to ensure its compatibility with the NDB version. Incompatible configurations may cause performance or stability issues and will no longer be supported by Nutanix.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",J105G358,False,2025-10-23,False,-,-,-
"WC-SUF-NXA",0006181b-b393-4a68-2042-3cecefdb3842,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:01,"The WC-SUF-NXA (UUID: 0006181b-b393-4a68-2042-3cecefdb3842) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5G120059,False,2025-10-23,False,-,-,-
