Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"Inter Pipeline Fund",23SW000309914,"-","iplsp-nutanixcls01",00060e87-b089-acec-47b7-00e0ededb161,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000309915,"-","ipl-nutanixcls01",000609c1-da9d-95fc-6e97-7cc25581f0d1,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,2,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000309916,"-","iplp2-nutanixcls01",00060f8d-51ce-5480-7165-7cc255072a2e,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000309916,"-","Unnamed",d56b638c-9b2c-4dae-b7d2-e057d9cbeb7c,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,2,"Software Only","Shipped",-,-,"2024.2.0.6",NX-SWO,"Not Found","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000309916,"-","iplp1-nutanixcls01",00060e9b-e7e5-e852-5e9a-00e0ededd6a6,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000309916,"-","iplsp-nutanixcls01",00060e87-b089-acec-47b7-00e0ededb161,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000309916,"-","ipl-nutanixcls01",000609c1-da9d-95fc-6e97-7cc25581f0d1,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Airdrie",2023-09-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-09-18,2026-09-17,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-166415","-","CANADA (CA)","T4A 0R1","100-34 HIGHLAND PARK WAY NE, Airdrie, AB, CANADA (CA), T4A 0R1","-"
"Inter Pipeline Fund",23SW000321435,"-","iplp2-nutanixcls01",00060f8d-51ce-5480-7165-7cc255072a2e,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Calgary",2023-11-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-11-30,2026-11-29,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-171863","-","CANADA (CA)","T2P 1M4","215 2 ST SW SUITE 3200, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",23SW000325102,"-","iplp2-nutanixcls01",00060f8d-51ce-5480-7165-7cc255072a2e,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1.5",NX-SWO,"AHV","-","Calgary",2023-12-26,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-12-26,2026-12-25,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-173697","-","CANADA (CA)","T2P 1M4","3200-215 2 ST SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",24SG6Q410020,"HM234S001482, HM234S002311, HM234S002380","iplhpc-nutanixcls01",00062b22-51fd-bd09-3dc3-7cc255815dc7,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1365-G9-CM,0,"NX-1065","Shipped",3,3,"6.10",NX-SWO,"AHV","20230302","Calgary",2024-11-15,2025-10-23 00:00,20.95 TiB,23.04 TB,118.75 TiB,108 TB,60,"Production: 24x7 service; NBD parts",Under Support,2024-11-15,2027-11-14,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-196877","-","CANADA (CA)","T2P0C1","3200 215 - 2ND STREET S.W, Calgary, AB, CANADA (CA), T2P0C1","-"
"Inter Pipeline Fund",24SG6Q410022,"HM234S002409","iplhpc-nutanixcls01",00062b22-51fd-bd09-3dc3-7cc255815dc7,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1165-G9-CM,0,"NX-1065","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2024-11-15,2025-10-23 00:00,6.98 TiB,7.68 TB,39.58 TiB,36 TB,20,"Production: 24x7 service; NBD parts",Under Support,2024-11-15,2027-11-14,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-196877","-","CANADA (CA)","T2P0C1","3200 215 - 2ND STREET S.W, Calgary, AB, CANADA (CA), T2P0C1","-"
"Inter Pipeline Fund",24SH5T500403,"WM24BS002066","iplrw-nutanixcls01",00062bb0-c88d-f6ed-39fb-7cc255e9ad65,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,0,"NX-1175S","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2024-12-31,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,12,"Production: 24x7 service; NBD parts",Under Support,2024-12-31,2027-12-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-198739","-","CANADA (CA)","T2P 1M4","215 2 ST SW SUITE 2700, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",24SH5T500530,"WM24BS002056","iplrw-nutanixcls01",00062bb0-c88d-f6ed-39fb-7cc255e9ad65,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,0,"NX-1175S","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2024-12-31,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,12,"Production: 24x7 service; NBD parts",Under Support,2024-12-31,2027-12-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-198739","-","CANADA (CA)","T2P 1M4","215 2 ST SW SUITE 2700, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",24SW000375405,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-09-26,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-09-26,2027-09-25,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-193683","-","CANADA (CA)","T2P 1M4","215 2 ST SW SUITE 3200, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",24SW000375406,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-09-26,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-09-26,2027-09-25,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","ARROW ECS CANADA","-","SO-193683","-","CANADA (CA)","T2P 1M4","215 2 ST SW SUITE 3200, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",24SW000385776,"-","iplhpc-nutanixcls01",00062b22-51fd-bd09-3dc3-7cc255815dc7,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,0,"Software Only","Shipped",-,-,"6.10",NX-SWO,"AHV","-","Calgary",2024-11-15,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-15,2027-11-14,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-196877","-","CANADA (CA)","T2P0C1","3200 215 - 2ND STREET S.W, Calgary, AB, CANADA (CA), T2P0C1","-"
"Inter Pipeline Fund",24SW000388377,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,0,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-11-29,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-29,2027-11-28,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-198696","-","CANADA (CA)","T2P 1M4","215 2 ST SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Inter Pipeline Fund",24SW000394904,"-","iplrw-nutanixcls01",00062bb0-c88d-f6ed-39fb-7cc255e9ad65,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-ULT-PR,0,"Software Only","Shipped",-,-,"6.10",NX-SWO,"AHV","-","Calgary",2024-12-31,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-12-31,2027-12-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-198739","-","CANADA (CA)","T2P 1M4","215 2 ST SW SUITE 2700, Calgary, AB, CANADA (CA), T2P 1M4","-"
