Node UUID,Node Serial Number,Node Model,Node License Mode,Install Location,Cluster Name,Contract Status,Account Name,Account Executive,Account Executive Email,Incumbent Reseller,Incumbent Distributor,Cluster UUID,Block Serial Number,Node Vendor,Model Family,Model Group,BIOS Vendor,BIOS Version,BIOS Revision,BIOS ROM Size (in MiB),BMC Manufacturer,BMC Version,Storage Controller Manufacturer,Storage Controller Part Number,Storage Controller Version,Satadom Device Model,Satadom Version,NIC Manufacturer,NIC Version,NIC Firmware Version,NIC Location,Drive Configuration,SSD Part No,SSD Version,HDD Part No,HDD Version,NVME Part No,NVME Version,M.2 SSD Part No,M.2 SSD Version,M.2 HDD Part No,M.2 HDD Version,CPU Cores,Enabled Core Count,CPU Sockets,CPU Core Count Per Socket,CPU Version,Processor Family,CPU Max Speed,CPU Speed,GPU Vendor,GPU Sub-Vendor,GPU Device,GPU Sub Device,GPU Class,GPU Revision,GPU Slot,No. of GPUs,Total Memory Capacity,Quantity Of Memory Sticks Per Node,Memory Capacity Per Node (in GiB),Used Memory Capacity (in GiB),Available Memory Capacity,Total Storage Capacity,Used Storage Capacity,Available Storage Capacity,Total SSD Capacity,Used SSD Capacity,Available SSD Capacity,Total HDD Capacity,Used HDD Capacity,Available HDD Capacity,No. of SSDs,No. of HDDs,No. of NVMes,No. of M.2 SSDs,No. of M.2 HDDs,VM Count,Hypervisor Type,Hypervisor Version,LCM Version,Install Country,Install Zip,Last Pulse Date,Contract Coverage,Contract Start Date,Prior Contract End Date,Contract End Date,Primary Contact,CVM vCPU,CVM Memory,CVM Uptime,Customer Experience Manager (CXM),Theater,Region,Sub Region
b8bb4ba8-7e9c-44f3-b377-b5e8645a62f5,"OM23AS019232",NX-1175S-G8,NX-SWO,"Calgary","iplsp-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","ARROW ECS CANADA",00060e87-b089-acec-47b7-00e0ededb161,"23SG5N500022","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW61.101",5.22,31.25,"SuperMicro","8.02.02","Broadcom / LSI","SAS3816(A0)","31.00.00.01","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 5.19.9","0x800016dc, 1.3082.0, 0x8000174b, 1.3105.0","eth0
eth1
eth2
eth3","HDD + SSD","SAMSUNG MZ7L31T9HBLT-00A07","JXTC604Q","ST6000NM019B-2TG103","SN04","-","-","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5315Y CPU @ 3.20GHz","Ice Lake",4500,"3200","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",124.93,"2","62.46",64.49,60.44,14.48,0.99,13.49,3.49,0.83,2.92,10.91,0.07,11.65,2,2,"0",-,-,4,"AHV","20230302","3.2.66484","CANADA (CA)","T2P 1M4",2025-10-22,"Production: 24x7 service; NBD parts",2023-12-26,"-",2026-12-25,"-",8,32.00 GiB,119 days and 14:43:07,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
bc838fda-4f4a-4e41-acff-733d3cc1dce5,"HM224S001263",NX-1065-G8,NX-SWO,"Calgary","iplp2-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00060f8d-51ce-5480-7165-7cc255072a2e,"22SG6N410023","Nutanix","NX G8",NX-1065N-G8,"American Megatrends International, LLC.","WB61.101",5.22,31.25,"SuperMicro","8.02.2","Intel Corporation, Broadcom / LSI",", SAS3808(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Mellanox Technologies(15b3)","1.10.2-226.0.141.0, 23.10-2.1.3","220.0.59.0/pkg 220.0.83.0, 16.31.1014 (MT_0000000425)","eth0
eth1
eth2
eth3","HDD + SSD","SAMSUNG MZ7L33T8HBLT-00A07","JXTC604Q","HGST HUS726T6TALE6L4","VKGNW9U0","-","-","-","-","-","-","16","16","2","8","Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz","Ice Lake",4500,"2800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b6a","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",251.02,"4","62.75",69.27,181.74,14.47,0.61,13.85,3.49,0.54,3.21,10.91,0.02,11.70,1,2,"0",-,-,4,"AHV","20230302","3.2.66484","CANADA (CA)","T2A 6T8",2025-10-22,"Production: 24x7 service; NBD parts",2022-11-03,"2025-11-02",2028-11-01,"-",8,32.00 GiB,147 days and 23:37:19,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
bdeed0c2-0aa8-49ce-8c9a-b3fae48343b7,"HM234S002380",NX-1065-G9,NX-SWO,"Calgary","iplhpc-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00062b22-51fd-bd09-3dc3-7cc255815dc7,"24SG6Q410020","Nutanix","NX G9",NX-1065-G9,"American Megatrends International, LLC.","EB30.101",5.32,31.25,"SuperMicro","1.01.04","Broadcom / LSI","SAS3808(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Broadcom Inc. and subsidiaries(14e4)","1.10.2-226.0.141.0, 1.10.2-226.0.141.0","218.0.226.0/pkg 218.0.300.0, 226.0.145.0/pkg 226.1.107.1","eth0
eth1
eth2
eth3","HDD + SSD","KRM71RUG7T68","0103","WUH721818AL5204","C6A0","-","-","-","-","-","-","20","20","2","10","Intel(R) Xeon(R) Silver 4410T","Sapphire Rapids",4200,"2700","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c77","Display controller:VGA compatible controller:VGA controller","82","0000:02:00.0","1",754.12,"12","62.84",471.86,282.26,41.36,14.42,26.95,6.98,4.27,3.23,32.74,7.57,27.58,1,2,"0",-,-,21,"AHV","20230302","3.2.66484","CANADA (CA)","T2P0C1",2025-10-22,"Production: 24x7 service; NBD parts",2024-11-15,"-",2027-11-14,"-",10,64.00 GiB,169 days and 17:54:42,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
c2c95f3d-308b-4299-92d8-1574b208ad73,"6CPS753",Azure Nutanix Ready Node,Not Found,"-","AZ-NC2CLS01",Not Found,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0006274a-7999-8126-4f01-6ebc42cd4bf1,"6CPS753","Dell","Unknown",Unknown,"Dell Inc.","2.11.2",2.11,31.25,"Dell","5.10.00","Broadcom / LSI","SAS3008(C0)","16.17.00.05","Not Found","-","Mellanox Technologies(15b3), Mellanox Technologies(15b3)","24.10-1.1.4, 24.10-1.1.4","14.26.6000 (DEL2420110034), 14.26.6000 (DEL2810000034)","eth0
eth1
eth2
eth3","SSD + NVMe","MZ7KH1T9HAJR0D3","HF58","-","-","Dell Express Flash NVMe P4610 1.6TB SFF","VDV1DP24","-","-","DELLBOSS VD","MV.R00-0","36","36","2","18","Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz","Sky Lake",4000,"2300","Matrox Electronics Systems Ltd.","Dell","Integrated Matrox G200eW3 Graphics Controller","Subsystem device 0716","Display controller:VGA compatible controller:VGA controller","4","0000:03:00.0","1",565.02,"24","23.54",106.61,458.42,16.58,6.45,10.13,13.97,5.82,9.18,-,0,-,8,-,"2",-,1,3,"AHV","10","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,48.00 GiB,53 days and 18:54:26,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
c3e7499b-0d9b-4fb8-9385-b74c31e17020,"HM238S003653",NX-8035-G8,NX-SWO,"Airdrie","ipl-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","ARROW ECS CANADA",000609c1-da9d-95fc-6e97-7cc25581f0d1,"23SG3G360042","Nutanix","NX G8",NX-8035N-G8,"American Megatrends International, LLC.","WB61.101",5.22,31.25,"SuperMicro","8.02.02","Intel Corporation, Broadcom / LSI",", SAS3808(A0)",", 31.00.00.01","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","2.24.6, 2.24.6","8.50 0x8000b703 1.3082.0, 8.50 0x8000c29f 1.3082.0","eth0
eth1
eth2
eth3
eth4
eth5","HDD + SSD","KRM61RUG7T68","0105","WDC  WUH721818ALE6L4","PCGNW8C2","-","-","-","-","-","-","48","48","2","24","Intel(R) Xeon(R) Gold 6336Y CPU @ 2.40GHz","Ice Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b6a","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",1007.00,"16","62.94",442.56,564.44,83.28,28.73,54.55,13.97,7.62,7.38,65.48,16.61,53.70,2,4,"0",-,-,17,"AHV","20230302","3.2.1.71663","CANADA (CA)","T4A 0R1",2025-10-22,"Production: 24x7 service; NBD parts",2023-09-18,"-",2026-09-17,"-",14,40.00 GiB,118 days and 19:53:49,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
d3051b30-b811-479c-a10d-f32526b87d0b,"HM224S001254",NX-1065-G8,NX-SWO,"Calgary","iplp2-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00060f8d-51ce-5480-7165-7cc255072a2e,"22SG6N410023","Nutanix","NX G8",NX-1065N-G8,"American Megatrends International, LLC.","WB61.101",5.22,31.25,"SuperMicro","8.02.2","Intel Corporation, Broadcom / LSI",", SAS3808(A0)",", 25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Mellanox Technologies(15b3)","1.10.2-226.0.141.0, 23.10-2.1.3","220.0.59.0/pkg 220.0.83.0, 16.31.1014 (MT_0000000425)","eth0
eth1
eth2
eth3","HDD + SSD","SAMSUNG MZ7L33T8HBLT-00A07","JXTC604Q","HGST HUS726T6TALE6L4","VKGNW9U0","-","-","-","-","-","-","16","16","2","8","Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz","Ice Lake",4500,"2800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b6a","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",251.02,"4","62.75",85.38,165.63,14.47,0.68,13.79,3.49,0.49,3.26,10.91,0.10,11.62,1,2,"0",-,-,4,"AHV","20230302","3.2.66484","CANADA (CA)","T2A 6T8",2025-10-22,"Production: 24x7 service; NBD parts",2022-11-03,"2025-11-02",2028-11-01,"-",8,32.00 GiB,147 days and 00:47:13,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
e25995f4-2406-4c10-9415-58d55ccef4a1,"67RS753",Azure Nutanix Ready Node,Not Found,"-","AZ-NC2CLS01",Not Found,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0006274a-7999-8126-4f01-6ebc42cd4bf1,"67RS753","Dell","Unknown",Unknown,"Dell Inc.","2.11.2",2.11,31.25,"Dell","5.10.00","Broadcom / LSI","SAS3008(C0)","16.17.00.05","Not Found","-","Mellanox Technologies(15b3), Mellanox Technologies(15b3)","24.10-1.1.4, 24.10-1.1.4","14.26.6000 (DEL2420110034), 14.26.6000 (DEL2810000034)","eth0
eth1
eth2
eth3","SSD + NVMe","MZ7KH1T9HAJR0D3","HF58","-","-","Dell Express Flash NVMe P4610 1.6TB SFF","VDV1DP24","-","-","DELLBOSS VD","MV.R00-0","36","36","2","18","Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz","Sky Lake",4000,"2300","Matrox Electronics Systems Ltd.","Dell","Integrated Matrox G200eW3 Graphics Controller","Subsystem device 0716","Display controller:VGA compatible controller:VGA controller","4","0000:03:00.0","1",565.02,"24","23.54",98.65,466.37,16.58,7.61,8.97,13.97,6.90,8.10,-,0,-,8,-,"2",-,1,2,"AHV","10","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,48.00 GiB,54 days and 20:03:55,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
e94b0344-0295-462c-8281-741c30c06eb0,"6BZT753",Azure Nutanix Ready Node,Not Found,"-","AZ-NC2CLS01",Not Found,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0006274a-7999-8126-4f01-6ebc42cd4bf1,"6BZT753","Dell","Unknown",Unknown,"Dell Inc.","2.11.2",2.11,31.25,"Dell","5.10.00","Broadcom / LSI","SAS3008(C0)","16.17.00.05","Not Found","-","Mellanox Technologies(15b3), Mellanox Technologies(15b3)","24.10-1.1.4, 24.10-1.1.4","14.26.6000 (DEL2420110034), 14.26.6000 (DEL2810000034)","eth0
eth1
eth2
eth3","SSD + NVMe","MZ7KH1T9HAJR0D3","HF58","-","-","Dell Express Flash NVMe P4610 1.6TB SFF","VDV1DP24","-","-","DELLBOSS VD","MV.R00-0","36","36","2","18","Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz","Sky Lake",4000,"2300","Matrox Electronics Systems Ltd.","Dell","Integrated Matrox G200eW3 Graphics Controller","Subsystem device 0716","Display controller:VGA compatible controller:VGA controller","4","0000:03:00.0","1",565.02,"24","23.54",115.31,449.72,16.58,6.90,9.68,13.97,6.25,8.75,-,0,-,8,-,"2",-,1,4,"AHV","10","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,48.00 GiB,54 days and 19:25:08,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
f6408a29-2334-4e9c-8df5-b39ad3caf386,"HM234S001482",NX-1065-G9,NX-SWO,"Calgary","iplhpc-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00062b22-51fd-bd09-3dc3-7cc255815dc7,"24SG6Q410020","Nutanix","NX G9",NX-1065-G9,"American Megatrends International, LLC.","EB30.101",5.32,31.25,"SuperMicro","1.01.04","Broadcom / LSI","SAS3808(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Broadcom Inc. and subsidiaries(14e4)","1.10.2-226.0.141.0, 1.10.2-226.0.141.0","218.0.226.0/pkg 218.0.300.0, 226.0.145.0/pkg 226.1.107.1","eth0
eth1
eth2
eth3","HDD + SSD","KRM71RUG7T68","0103","WUH721818AL5204","C6A0","-","-","-","-","-","-","20","20","2","10","Intel(R) Xeon(R) Silver 4410T","Sapphire Rapids",4200,"2700","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c77","Display controller:VGA compatible controller:VGA controller","82","0000:02:00.0","1",754.12,"12","62.84",399.67,354.45,41.36,13.28,28.08,6.98,4.45,3.05,32.74,7.38,27.78,1,2,"0",-,-,27,"AHV","20230302","3.2.66484","CANADA (CA)","T2P0C1",2025-10-22,"Production: 24x7 service; NBD parts",2024-11-15,"-",2027-11-14,"-",10,64.00 GiB,169 days and 17:54:53,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
f9c0e06b-0b75-41b1-92fb-afb7f2dcbe35,"HM234S002409",NX-1065-G9,NX-SWO,"Calgary","iplhpc-nutanixcls01",Under Support,"Inter Pipeline Fund","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00062b22-51fd-bd09-3dc3-7cc255815dc7,"24SG6Q410022","Nutanix","NX G9",NX-1065-G9,"American Megatrends International, LLC.","EB30.101",5.32,31.25,"SuperMicro","1.01.04","Broadcom / LSI","SAS3808(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Broadcom Inc. and subsidiaries(14e4)","1.10.2-226.0.141.0, 1.10.2-226.0.141.0","218.0.226.0/pkg 218.0.300.0, 226.0.145.0/pkg 226.1.107.1","eth0
eth1
eth2
eth3","HDD + SSD","KRM71RUG7T68","0103","WUH721818AL5204","C6A0","-","-","-","-","-","-","20","20","2","10","Intel(R) Xeon(R) Silver 4410T","Sapphire Rapids",4200,"2700","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c77","Display controller:VGA compatible controller:VGA controller","82","0000:02:00.0","1",754.12,"12","62.84",399.40,354.72,41.36,15.35,26.02,6.98,4.99,2.51,32.74,8.87,26.29,1,2,"0",-,-,21,"AHV","20230302","3.2.66484","CANADA (CA)","T2P0C1",2025-10-22,"Production: 24x7 service; NBD parts",2024-11-15,"-",2027-11-14,"-",10,64.00 GiB,169 days and 17:58:31,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
